nft_collection_name,nft_type,verified,tradeport_url
Ape Sui Society,0x9856a56bdb1071c3f8f8c19c5108b73ac90c9802a317254a16ff07c02777d6e,True,https://www.tradeport.xyz/sui/collection/0x9856a56bdb1071c3f8f8c19c5108b73ac90c9802a317254a16ff07c02777d6e
Ahoy Pirates,0x6b5322e6f7f09e2469390b999ee8474e7440e4bd738f8917357842fca5cdb61b,True,https://www.tradeport.xyz/sui/collection/0x6b5322e6f7f09e2469390b999ee8474e7440e4bd738f8917357842fca5cdb61b
Enforcer Machin,0x71ef69d02e77dff830c7de41db1452928c8ecd9040a541eef6729f139df83ffd::enforcer_machin_prototypes_01::Emp,True,https://www.tradeport.xyz/sui/collection/0x71ef69d02e77dff830c7de41db1452928c8ecd9040a541eef6729f139df83ffd::enforcer_machin_prototypes_01::Emp
Bruce Lee,0xdcd468eeb80f8e69101621fa66e1aebc36c45235462a7b22d4ba6746606c7bb4,True,https://www.tradeport.xyz/sui/collection/0xdcd468eeb80f8e69101621fa66e1aebc36c45235462a7b22d4ba6746606c7bb4
suis,0x2dcd525267727e9c583a847f0065ab6387d6b8d31b52a1f93f56b713b4ce15eb,True,https://www.tradeport.xyz/sui/collection/0x2dcd525267727e9c583a847f0065ab6387d6b8d31b52a1f93f56b713b4ce15eb
Fever Maniac Attribute,0x28bb239a115e60925353a635c5c7e1d85a4e7435d5da3e7afafec5b417059c8d::maniac_attribute::ManiacAttributeNft,True,https://www.tradeport.xyz/sui/collection/0x28bb239a115e60925353a635c5c7e1d85a4e7435d5da3e7afafec5b417059c8d::maniac_attribute::ManiacAttributeNft
Project Eluüne: Aurahma,0x3f16de9a93d10da2bfc879b042d0cac6747fec7de0acdf86daf6298512ce50b9,True,https://www.tradeport.xyz/sui/collection/0x3f16de9a93d10da2bfc879b042d0cac6747fec7de0acdf86daf6298512ce50b9
SuiDuckz Eggs NFT,0xd08551279cae4921644eaea04f21e7bd06b0a35752ebce99caced6b4e95c9693,True,https://www.tradeport.xyz/sui/collection/0xd08551279cae4921644eaea04f21e7bd06b0a35752ebce99caced6b4e95c9693
Galaxy 25,0x9432fae3ac1a6ee363f50e9aa3bdf335d1d4e771186fc8ddb8955c85439c1382,True,https://www.tradeport.xyz/sui/collection/0x9432fae3ac1a6ee363f50e9aa3bdf335d1d4e771186fc8ddb8955c85439c1382
Sui Generis S1,0x5cf6401224b471a2489e0b13a0a23363378e89a0f14b6c58ffe9f71d1e36bc8,True,https://www.tradeport.xyz/sui/collection/0x5cf6401224b471a2489e0b13a0a23363378e89a0f14b6c58ffe9f71d1e36bc8
SuiNS,0xd22b24490e0bae52676651b4f56660a5ff8022a2576e0089f79b3c88d44e08f0,True,https://www.tradeport.xyz/sui/collection/0xd22b24490e0bae52676651b4f56660a5ff8022a2576e0089f79b3c88d44e08f0
TradePort x SlamNet Season 1 Commemorative NFT,0x1357e33790908030030c4482c6d7874e33b814fd16d7d176a045af574dfa8ec3,True,https://www.tradeport.xyz/sui/collection/0x1357e33790908030030c4482c6d7874e33b814fd16d7d176a045af574dfa8ec3
Karrier One Early Adopter,0x12673174d35bae6675dfa29d1c7ccdecfd8b3e0b44fcfd3156d3a67b46cf3638,True,https://www.tradeport.xyz/sui/collection/0x12673174d35bae6675dfa29d1c7ccdecfd8b3e0b44fcfd3156d3a67b46cf3638
Sub100K,0x9041aa11cd874ee87fa6f1c89ed9571c17c587cc64aafed0ddc12e2d2cd6a8c2::collection::Sub100K,True,https://www.tradeport.xyz/sui/collection/0x9041aa11cd874ee87fa6f1c89ed9571c17c587cc64aafed0ddc12e2d2cd6a8c2::collection::Sub100K
Suilend Capsule,0x8a7e85138643db888096f2db04766d549ca496583e41c3a683c6e1539a64ac,True,https://www.tradeport.xyz/sui/collection/0x8a7e85138643db888096f2db04766d549ca496583e41c3a683c6e1539a64ac
Toilet Club Alpha Pass,0xc3d001026dc9ef5c61ee84dda9c099db122c9f6278648372e0f36cd5285c29be,True,https://www.tradeport.xyz/sui/collection/0xc3d001026dc9ef5c61ee84dda9c099db122c9f6278648372e0f36cd5285c29be
Azur Guardians NFT,0x437a636833f1a49587d199d8afed19d6fa770be1bd0631b8ae1bc92595aa97c9,True,https://www.tradeport.xyz/sui/collection/0x437a636833f1a49587d199d8afed19d6fa770be1bd0631b8ae1bc92595aa97c9
Probably Nothing: Wif Tie,0xa6df2d9fdfd6dfd122de2ca31dfb8184f67a148112ee5aba9efe3aabae704fbb,True,https://www.tradeport.xyz/sui/collection/0xa6df2d9fdfd6dfd122de2ca31dfb8184f67a148112ee5aba9efe3aabae704fbb
Blubbers,0xefff615b773cb4b61ae40c87ed947e646c12fa8d9401c5de88ed9fdca58ea86d::collection::Blubber,True,https://www.tradeport.xyz/sui/collection/0xefff615b773cb4b61ae40c87ed947e646c12fa8d9401c5de88ed9fdca58ea86d::collection::Blubber
Gommies,0x1c3de8ab70e98fadd2c46b98bd617908c41ae0d13f11d6fec158153d0e127279,True,https://www.tradeport.xyz/sui/collection/0x1c3de8ab70e98fadd2c46b98bd617908c41ae0d13f11d6fec158153d0e127279
Rinoco,0x1ef52fbf40838e7ba35a714fb802a4504da6fd4c23efa1bc0d25d07c19144cac,True,https://www.tradeport.xyz/sui/collection/0x1ef52fbf40838e7ba35a714fb802a4504da6fd4c23efa1bc0d25d07c19144cac
Egg,0x484932c474bf09f002b82e4a57206a6658a0ca6dbdb15896808dcd1929c77820,True,https://www.tradeport.xyz/sui/collection/0x484932c474bf09f002b82e4a57206a6658a0ca6dbdb15896808dcd1929c77820
Blubbers Whitelist Ticket,0xefff615b773cb4b61ae40c87ed947e646c12fa8d9401c5de88ed9fdca58ea86d::mint::BlubWhitelistTicket,True,https://www.tradeport.xyz/sui/collection/0xefff615b773cb4b61ae40c87ed947e646c12fa8d9401c5de88ed9fdca58ea86d::mint::BlubWhitelistTicket
BlobLifeLabs: NFTRY Pass,0x8124cc4cc58a89ca818f0a9af8e4ff6c4a1c05f7c25ce08346052f92f5953681,True,https://www.tradeport.xyz/sui/collection/0x8124cc4cc58a89ca818f0a9af8e4ff6c4a1c05f7c25ce08346052f92f5953681
BlobLifeLabs: Walrus Companion,0x6ae56b46dc4a830a2c47439432757b78cc5344128650ea7b0df98a29a7da458a,True,https://www.tradeport.xyz/sui/collection/0x6ae56b46dc4a830a2c47439432757b78cc5344128650ea7b0df98a29a7da458a
Kumo,0x57191e5e5c41166b90a4b7811ad3ec7963708aa537a8438c1761a5d33e2155fd::kumo::Kumo,True,https://www.tradeport.xyz/sui/collection/0x57191e5e5c41166b90a4b7811ad3ec7963708aa537a8438c1761a5d33e2155fd::kumo::Kumo
Cosmocadia Islands,0x81d7c71f84b6bcf810b67cea876b3af2952455ab9fb562a1e501353da77b0cfa,True,https://www.tradeport.xyz/sui/collection/0x81d7c71f84b6bcf810b67cea876b3af2952455ab9fb562a1e501353da77b0cfa
Tako,0xbaac739939538e93167c6063b3f0b9318d52b66677070676815c8266d328a340::nft::Tako,True,https://www.tradeport.xyz/sui/collection/0xbaac739939538e93167c6063b3f0b9318d52b66677070676815c8266d328a340::nft::Tako
Unchained,0x51e1abc7dfe02e348a3778a642ef658dd5c016116ee2e8813c4e3a12f975d88e,True,https://www.tradeport.xyz/sui/collection/0x51e1abc7dfe02e348a3778a642ef658dd5c016116ee2e8813c4e3a12f975d88e
Fever Maniac,0x28bb239a115e60925353a635c5c7e1d85a4e7435d5da3e7afafec5b417059c8d::maniac_nfts::ManiacNft,True,https://www.tradeport.xyz/sui/collection/0x28bb239a115e60925353a635c5c7e1d85a4e7435d5da3e7afafec5b417059c8d::maniac_nfts::ManiacNft
Sub50K,0x9041aa11cd874ee87fa6f1c89ed9571c17c587cc64aafed0ddc12e2d2cd6a8c2::collection::Sub50K,True,https://www.tradeport.xyz/sui/collection/0x9041aa11cd874ee87fa6f1c89ed9571c17c587cc64aafed0ddc12e2d2cd6a8c2::collection::Sub50K
Sea Umans,0x4dea41637502f0668e651e676307fae5b0a0affdd95c56cc6e8dfce123db8d12,True,https://www.tradeport.xyz/sui/collection/0x4dea41637502f0668e651e676307fae5b0a0affdd95c56cc6e8dfce123db8d12
Tank,0x41c06da395bc3f0ee621a66082f8f30f376da41a2db7bcce7c087444de200e41::panzertanks,True,https://www.tradeport.xyz/sui/collection/0x41c06da395bc3f0ee621a66082f8f30f376da41a2db7bcce7c087444de200e41::panzertanks
Fuddies,0xac176715abe5bcdaae627c5048958bbe320a8474f524674f3278e31af3c8b86b,True,https://www.tradeport.xyz/sui/collection/0xac176715abe5bcdaae627c5048958bbe320a8474f524674f3278e31af3c8b86b
Anima Genesis Weapons,0x75cab45b9cba2d0b06a91d1f5fa51a4569da07374cf42c1bd2802846a61efe33::weapon::Weapon,True,https://www.tradeport.xyz/sui/collection/0x75cab45b9cba2d0b06a91d1f5fa51a4569da07374cf42c1bd2802846a61efe33::weapon::Weapon
AEON,0x141d8a2333f9369452fe075331924bb98d2abf0ee98de941db85aaf809c4ef54,True,https://www.tradeport.xyz/sui/collection/0x141d8a2333f9369452fe075331924bb98d2abf0ee98de941db85aaf809c4ef54
Anima Genesis Cosmetics,0x75cab45b9cba2d0b06a91d1f5fa51a4569da07374cf42c1bd2802846a61efe33::cosmetic::Cosmetic,True,https://www.tradeport.xyz/sui/collection/0x75cab45b9cba2d0b06a91d1f5fa51a4569da07374cf42c1bd2802846a61efe33::cosmetic::Cosmetic
Prime Machin,0x034c162f6b594cb5a1805264dd01ca5d80ce3eca6522e6ee37fd9ebfb9d3ddca::factory::PrimeMachin,True,https://www.tradeport.xyz/sui/collection/0x034c162f6b594cb5a1805264dd01ca5d80ce3eca6522e6ee37fd9ebfb9d3ddca::factory::PrimeMachin
Sacabam,0x7f481ffff2b72f3f1d9b70d5ad999d8b514a6281aa29aedbb6c537bd4b0d04ad,True,https://www.tradeport.xyz/sui/collection/0x7f481ffff2b72f3f1d9b70d5ad999d8b514a6281aa29aedbb6c537bd4b0d04ad
Otter Labs,0x5f76f3c1cd9b469a16055202b6f15dc71e7ac55fbb209bca8782c6ae375ed62b,True,https://www.tradeport.xyz/sui/collection/0x5f76f3c1cd9b469a16055202b6f15dc71e7ac55fbb209bca8782c6ae375ed62b
DoubleUp Citizen,0x862810efecf0296db2e9df3e075a7af8034ba374e73ff1098e88cc4bb7c15437::doubleup_citizens::DoubleUpCitizen,True,https://www.tradeport.xyz/sui/collection/0x862810efecf0296db2e9df3e075a7af8034ba374e73ff1098e88cc4bb7c15437::doubleup_citizens::DoubleUpCitizen
Naga Basuki,0xd36b6a8a5594028b0ec705e44e9d092fdad3c8fd532152b26708cebb95661307,True,https://www.tradeport.xyz/sui/collection/0xd36b6a8a5594028b0ec705e44e9d092fdad3c8fd532152b26708cebb95661307
Misfit,0x4560201f5ecd809e10466b4b45dd76c577c19f3d9ffae63f64eb8cdc93a501f,True,https://www.tradeport.xyz/sui/collection/0x4560201f5ecd809e10466b4b45dd76c577c19f3d9ffae63f64eb8cdc93a501f
Rootlets,0x8f74a7d632191e29956df3843404f22d27bd84d92cca1b1abde621d033098769::rootlet::Rootlet,True,https://www.tradeport.xyz/sui/collection/0x8f74a7d632191e29956df3843404f22d27bd84d92cca1b1abde621d033098769::rootlet::Rootlet
Tropolis Club,0xa610e75f1f514a4d0c9d4034749576f1f84799e22e85e7326a7cbe175e81b428,True,https://www.tradeport.xyz/sui/collection/0xa610e75f1f514a4d0c9d4034749576f1f84799e22e85e7326a7cbe175e81b428
